商品ID,商品規格ID,親規格組合わせID,規格組合わせID,親規格分類ID,規格分類ID,親規格分類名,規格分類名,メーカーID,メーカー名,商品名,表示ステータス(公開・非公開),メーカーURL(コメント1),コメント2,検索ワード(コメント3),コメント4,コメント5,コメント6,備考欄(SHOP専用),一覧-メインコメント,一覧-メイン画像,詳細-メインコメント,詳細-メイン画像,詳細-メイン拡大画像,詳細-サブタイトル(1),詳細-サブコメント(1),詳細-サブ画像(1),詳細-サブ拡大画像(1),詳細-サブタイトル(2),詳細-サブコメント(2),詳細-サブ画像(2),詳細-サブ拡大画像(2),詳細-サブタイトル(3),詳細-サブコメント(3),詳細-サブ画像(3),詳細-サブ拡大画像(3),詳細-サブタイトル(4),詳細-サブコメント(4),詳細-サブ画像(4),詳細-サブ拡大画像(4),詳細-サブタイトル(5),詳細-サブコメント(5),詳細-サブ画像(5),詳細-サブ拡大画像(5),発送日目安ID,削除フラグ,商品種別ID,商品コード,在庫数,在庫無制限フラグ,購入制限数,通常価格,販売価格,送料,ポイント付与率,ダウンロードファイル名,ダウンロード実ファイル,関連商品ID(1),関連商品コメント(1),関連商品ID(2),関連商品コメント(2),関連商品ID(3),関連商品コメント(3),関連商品ID(4),関連商品コメント(4),関連商品ID(5),関連商品コメント(5),関連商品ID(6),関連商品コメント(6),商品ステータス,商品ステータス名,カテゴリID,カテゴリ名
500294,,,,,,,,1,ダイキン,【ダイキン】システムパック 天井埋込カセット形(2.5kW) と 壁埋込形(2.8Kw) のセット 50クラス 2室用,1,,"PAC-50NV-F｜【ダイキン ハウジングエアコン】 システムパック 天井埋込カセット形(2.5kW) と 壁埋込形(2.8Kw) のセット 50クラス 2室用  単相200V ワイヤレス｜販売価格:705,672｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>システムパック 天井埋込カセット形(2.5kW) と 壁埋込形(2.8Kw) のセット 50クラス 2室用<br> 単相200V ワイヤレス,PAC-50NV-F,フレッシュホワイト (標準)和風グリル (白木),,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/pac-50nv-f.jpg,"【ダイキン ハウジングエアコン】<br>システムパック 天井埋込カセット形(2.5kW) と 壁埋込形(2.8Kw) のセット 50クラス 2室用<br> 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/pac-50nv-f.jpg,,,"<ul><li><font style=""color: red;"">※別カラーをご希望の際は、お問合せ下さい。</font></li><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/mp50nv.jpg,,,,daikin_housing/201311/sub/arc476-arc476.jpg,,,,daikin_housing/201311/sub/panel14.jpg,,"<div class=""set"">▼セット内容<br />室内機：P25NCV x 1<br />室内機：P28NMV x 1<br />室外機：MP50NV x 1<br />リモコン：ARC476A6 x 1<br />リモコン：ARC476A10 x 1<br />パネル：BC40J-WF x 1<br />前面グリル：KDG413C10 x 1<br />据付枠：KKF411B10B x1 </div>",,,,,,,2,0,1,PAC-50NV-F,,1,,705672,705672,,0,,,,,,,,,,,,,,,,,"200128,210220",
500295,,,,,,,,1,ダイキン,【ダイキン】システムパック 壁埋込形(2.5kW) と 壁掛形(2.8Kw) のセット 50クラス 2室用,1,,"PAC-50NV-G｜【ダイキン ハウジングエアコン】 システムパック 壁埋込形(2.5kW) と 壁掛形(2.8Kw) のセット 50クラス 2室用  単相200V ワイヤレス｜販売価格:603,072｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>システムパック 壁埋込形(2.5kW) と 壁掛形(2.8Kw) のセット 50クラス 2室用<br> 単相200V ワイヤレス,PAC-50NV-G,和風グリル (白木),,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/pac-50nv-g.jpg,"【ダイキン ハウジングエアコン】<br>システムパック 壁埋込形(2.5kW) と 壁掛形(2.8Kw) のセット 50クラス 2室用<br> 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/pac-50nv-g.jpg,,,"<ul><li><font style=""color: red;"">※別カラーをご希望の際は、お問合せ下さい。</font></li><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/mp50nv.jpg,,,,daikin_housing/201311/sub/arc476-arc469.jpg,,,,daikin_housing/201311/sub/panel12.jpg,,"<div class=""set"">▼セット内容<br />室内機：P25NMV x 1<br />室内機：P28NTV-W x 1<br />室外機：MP50NV x 1<br />リモコン：ARC476A10 x 1<br />リモコン：ARC469A11 x 1<br />前面グリル：KDG413C10 x 1<br />据付枠：KKF411B10B x1 </div>",,,,,,,2,0,1,PAC-50NV-G,,1,,603072,603072,,0,,,,,,,,,,,,,,,,,"200128,210220",
500296,,,,,,,,1,ダイキン,【ダイキン】システムパック 壁埋込形(2.5kW) と 天井カセット埋込形(2.8Kw) のセット 50クラス 2室用,1,,"PAC-50NV-H｜【ダイキン ハウジングエアコン】 システムパック 壁埋込形(2.5kW) と 天井カセット埋込形(2.8Kw) のセット 50クラス 2室用  単相200V ワイヤレス｜販売価格:700,272｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>システムパック 壁埋込形(2.5kW) と 天井カセット埋込形(2.8Kw) のセット 50クラス 2室用<br> 単相200V ワイヤレス,PAC-50NV-H,フレッシュホワイト (標準)和風グリル (白木),,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/pac-50nv-h.jpg,"【ダイキン ハウジングエアコン】<br>システムパック 壁埋込形(2.5kW) と 天井カセット埋込形(2.8Kw) のセット 50クラス 2室用<br> 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/pac-50nv-h.jpg,,,"<ul><li><font style=""color: red;"">※別カラーをご希望の際は、お問合せ下さい。</font></li><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/mp50nv.jpg,,,,daikin_housing/201311/sub/arc476-arc476.jpg,,,,daikin_housing/201311/sub/panel14.jpg,,"<div class=""set"">▼セット内容<br />室内機：P25NMV x 1<br />室内機：P28NCV x 1<br />室外機：MP50NV x 1<br />リモコン：ARC476A10 x 1<br />リモコン：ARC476A6 x 1<br />パネル：BC40J-WF x 1<br />前面グリル：KDG413C10 x 1<br />据付枠：KKF411B10B x1 </div>",,,,,,,2,0,1,PAC-50NV-H,,1,,700272,700272,,0,,,,,,,,,,,,,,,,,"200128,210220",
500297,,,,,,,,1,ダイキン,【ダイキン】システムパック 壁埋込形（2.5kW、2.8kW）のセット 50クラス 2室用,1,,"PAC-50NV-I｜【ダイキン ハウジングエアコン】 システムパック 壁埋込形（2.5kW、2.8kW）のセット  50クラス 2室用  単相200V ワイヤレス｜販売価格:693,144｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>システムパック 壁埋込形（2.5kW、2.8kW）のセット  50クラス 2室用<br> 単相200V ワイヤレス,PAC-50NV-I,和風グリル (白木),,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/pac-50nv-i.jpg,"【ダイキン ハウジングエアコン】<br>システムパック 壁埋込形（2.5kW、2.8kW）のセット  50クラス 2室用<br> 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/pac-50nv-i.jpg,,,"<ul><li><font style=""color: red;"">※別カラーをご希望の際は、お問合せ下さい。</font></li><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/mp50nv.jpg,,,,daikin_housing/201311/sub/arc476.jpg,,,,daikin_housing/201311/sub/panel12.jpg,,"<div class=""set"">▼セット内容<br />室内機：P25NMV x 1<br />室内機：P28NMV x 1<br />室外機：MP50NV x 1<br />リモコン：ARC476A10 x 2<br />前面グリル：KDG413C10 x 2<br />据付枠：KKF411B10B x1 </div>",,,,,,,2,0,1,PAC-50NV-I,,1,,693144,693144,,0,,,,,,,,,,,,,,,,,"200128,210220",
500298,,,,,,,,1,ダイキン,【ダイキン】システムパック 壁掛形（2.5kW、3.6kW）のセット 52クラス 2室用,1,,"PAC-52NV-A｜【ダイキン ハウジングエアコン】 システムパック 壁掛形（2.5kW、3.6kW）のセット  52クラス 2室用  単相200V ワイヤレス｜販売価格:572,400｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>システムパック 壁掛形（2.5kW、3.6kW）のセット  52クラス 2室用<br> 単相200V ワイヤレス,PAC-52NV-A,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/pac-52nv-a.jpg,"【ダイキン ハウジングエアコン】<br>システムパック 壁掛形（2.5kW、3.6kW）のセット  52クラス 2室用<br> 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/pac-52nv-a.jpg,,,"<ul><li><font style=""color: red;"">※別カラーをご希望の際は、お問合せ下さい。</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/mp52nv.jpg,,,,daikin_housing/201311/sub/arc469.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：P25NTV-W x 1<br />室内機：P36NTV-W x 1<br />室外機：MP52NV x 1<br />リモコン：ARC469A11 x 2</div>",,,,,,,2,0,1,PAC-52NV-A,,1,,572400,572400,,0,,,,,,,,,,,,,,,,,"200128,210221",
500299,,,,,,,,1,ダイキン,【ダイキン】システムパック 壁掛形(2.5kW) と 天井カセット埋込形(3.6Kw) のセット 52クラス 2室用,1,,"PAC-52NV-B｜【ダイキン ハウジングエアコン】 システムパック 壁掛形(2.5kW) と 天井カセット埋込形(3.6Kw) のセット 52クラス 2室用  単相200V ワイヤレス｜販売価格:642,600｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>システムパック 壁掛形(2.5kW) と 天井カセット埋込形(3.6Kw) のセット 52クラス 2室用<br> 単相200V ワイヤレス,PAC-52NV-B,フレッシュホワイト (標準),,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/pac-52nv-b.jpg,"【ダイキン ハウジングエアコン】<br>システムパック 壁掛形(2.5kW) と 天井カセット埋込形(3.6Kw) のセット 52クラス 2室用<br> 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/pac-52nv-b.jpg,,,"<ul><li><font style=""color: red;"">※別カラーをご希望の際は、お問合せ下さい。</font></li><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/mp52nv.jpg,,,,daikin_housing/201311/sub/arc469-arc476.jpg,,,,daikin_housing/201311/sub/panel13.jpg,,"<div class=""set"">▼セット内容<br />室内機：P25NTV-W x 1<br />室内機：P36NCV x 1<br />室外機：MP52NV x 1<br />リモコン：ARC469A11 x 1<br />リモコン：ARC476A6 x 1<br />パネル：BC40J-WF x 1</div>",,,,,,,2,0,1,PAC-52NV-B,,1,,642600,642600,,0,,,,,,,,,,,,,,,,,"200128,210221",
500300,,,,,,,,1,ダイキン,【ダイキン】システムパック 壁掛形(2.5kW) と 壁埋込形(3.6Kw) のセット 52クラス 2室用,1,,"PAC-52NV-C｜【ダイキン ハウジングエアコン】 システムパック 壁掛形(2.5kW) と 壁埋込形(3.6Kw) のセット 52クラス 2室用  単相200V ワイヤレス｜販売価格:640,872｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>システムパック 壁掛形(2.5kW) と 壁埋込形(3.6Kw) のセット 52クラス 2室用<br> 単相200V ワイヤレス,PAC-52NV-C,和風グリル (白木),,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/pac-52nv-c.jpg,"【ダイキン ハウジングエアコン】<br>システムパック 壁掛形(2.5kW) と 壁埋込形(3.6Kw) のセット 52クラス 2室用<br> 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/pac-52nv-c.jpg,,,"<ul><li><font style=""color: red;"">※別カラーをご希望の際は、お問合せ下さい。</font></li><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/mp52nv.jpg,,,,daikin_housing/201311/sub/arc469-arc476.jpg,,,,daikin_housing/201311/sub/panel12.jpg,,"<div class=""set"">▼セット内容<br />室内機：P25NTV-W x 1<br />室内機：P36NMV x 1<br />室外機：MP52NV x 1<br />リモコン：ARC469A11 x 1<br />リモコン：ARC476A10 x 1<br />前面グリル：KDG413C10 x 1<br />据付枠：KKF411B10B x1 </div>",,,,,,,2,0,1,PAC-52NV-C,,1,,640872,640872,,0,,,,,,,,,,,,,,,,,"200128,210221",
500301,,,,,,,,1,ダイキン,【ダイキン】システムパック 天井埋込カセット形(2.5kW) と 壁掛形(3.6Kw) のセット 52クラス 2室用,1,,"PAC-52NV-D｜【ダイキン ハウジングエアコン】 システムパック 天井埋込カセット形(2.5kW) と 壁掛形(3.6Kw) のセット 52クラス 2室用  単相200V ワイヤレス｜販売価格:669,600｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>システムパック 天井埋込カセット形(2.5kW) と 壁掛形(3.6Kw) のセット 52クラス 2室用<br> 単相200V ワイヤレス,PAC-52NV-D,フレッシュホワイト (標準),,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/pac-52nv-d.jpg,"【ダイキン ハウジングエアコン】<br>システムパック 天井埋込カセット形(2.5kW) と 壁掛形(3.6Kw) のセット 52クラス 2室用<br> 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/pac-52nv-d.jpg,,,"<ul><li><font style=""color: red;"">※別カラーをご希望の際は、お問合せ下さい。</font></li><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/mp52nv.jpg,,,,daikin_housing/201311/sub/arc476-arc469.jpg,,,,daikin_housing/201311/sub/panel13.jpg,,"<div class=""set"">▼セット内容<br />室内機：P25NCV x 1<br />室内機：P36NTV-W x 1<br />室外機：MP52NV x 1<br />リモコン：ARC476A6 x 1<br />リモコン：ARC469A11 x 1<br />パネル：BC40J-WF x 1</div>",,,,,,,2,0,1,PAC-52NV-D,,1,,669600,669600,,0,,,,,,,,,,,,,,,,,"200128,210221",
500302,,,,,,,,1,ダイキン,【ダイキン】システムパック 天井埋込カセット形（2.5kW、3.6kW）のセット 52クラス 2室用,1,,"PAC-52NV-E｜【ダイキン ハウジングエアコン】 システムパック 天井埋込カセット形（2.5kW、3.6kW）のセット  52クラス 2室用  単相200V ワイヤレス｜販売価格:739,800｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>システムパック 天井埋込カセット形（2.5kW、3.6kW）のセット  52クラス 2室用<br> 単相200V ワイヤレス,PAC-52NV-E,フレッシュホワイト (標準),,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/pac-52nv-e.jpg,"【ダイキン ハウジングエアコン】<br>システムパック 天井埋込カセット形（2.5kW、3.6kW）のセット  52クラス 2室用<br> 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/pac-52nv-e.jpg,,,"<ul><li><font style=""color: red;"">※別カラーをご希望の際は、お問合せ下さい。</font></li><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/mp52nv.jpg,,,,daikin_housing/201311/sub/arc476.jpg,,,,daikin_housing/201311/sub/panel13.jpg,,"<div class=""set"">▼セット内容<br />室内機：P25NCV x 1<br />室内機：P36NCV x 1<br />室外機：MP52NV x 1<br />リモコン：ARC476A6 x 2<br />パネル：BC40J-WF x 2</div>",,,,,,,2,0,1,PAC-52NV-E,,1,,739800,739800,,0,,,,,,,,,,,,,,,,,"200128,210221",
500303,,,,,,,,1,ダイキン,【ダイキン】システムパック 天井埋込カセット形(2.5kW) と 壁埋込形(3.6Kw) のセット 52クラス 2室用,1,,"PAC-52NV-F｜【ダイキン ハウジングエアコン】 システムパック 天井埋込カセット形(2.5kW) と 壁埋込形(3.6Kw) のセット 52クラス 2室用  単相200V ワイヤレス｜販売価格:738,072｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>システムパック 天井埋込カセット形(2.5kW) と 壁埋込形(3.6Kw) のセット 52クラス 2室用<br> 単相200V ワイヤレス,PAC-52NV-F,フレッシュホワイト (標準)和風グリル (白木),,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/pac-52nv-f.jpg,"【ダイキン ハウジングエアコン】<br>システムパック 天井埋込カセット形(2.5kW) と 壁埋込形(3.6Kw) のセット 52クラス 2室用<br> 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/pac-52nv-f.jpg,,,"<ul><li><font style=""color: red;"">※別カラーをご希望の際は、お問合せ下さい。</font></li><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/mp52nv.jpg,,,,daikin_housing/201311/sub/arc476-arc476.jpg,,,,daikin_housing/201311/sub/panel14.jpg,,"<div class=""set"">▼セット内容<br />室内機：P25NCV x 1<br />室内機：P36NMV x 1<br />室外機：MP52NV x 1<br />リモコン：ARC476A6 x 1<br />リモコン：ARC476A10 x 1<br />パネル：BC40J-WF x 1<br />前面グリル：KDG413C10 x 1<br />据付枠：KKF411B10B x1 </div>",,,,,,,2,0,1,PAC-52NV-F,,1,,738072,738072,,0,,,,,,,,,,,,,,,,,"200128,210221",
500304,,,,,,,,1,ダイキン,【ダイキン】システムパック 壁埋込形(2.5kW) と 壁掛形(3.6Kw) のセット 52クラス 2室用,1,,"PAC-52NV-G｜【ダイキン ハウジングエアコン】 システムパック 壁埋込形(2.5kW) と 壁掛形(3.6Kw) のセット 52クラス 2室用  単相200V ワイヤレス｜販売価格:657,072｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>システムパック 壁埋込形(2.5kW) と 壁掛形(3.6Kw) のセット 52クラス 2室用<br> 単相200V ワイヤレス,PAC-52NV-G,和風グリル (白木),,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/pac-52nv-g.jpg,"【ダイキン ハウジングエアコン】<br>システムパック 壁埋込形(2.5kW) と 壁掛形(3.6Kw) のセット 52クラス 2室用<br> 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/pac-52nv-g.jpg,,,"<ul><li><font style=""color: red;"">※別カラーをご希望の際は、お問合せ下さい。</font></li><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/mp52nv.jpg,,,,daikin_housing/201311/sub/arc476-arc469.jpg,,,,daikin_housing/201311/sub/panel12.jpg,,"<div class=""set"">▼セット内容<br />室内機：P25NMV x 1<br />室内機：P36NTV-W x 1<br />室外機：MP52NV x 1<br />リモコン：ARC476A10 x 1<br />リモコン：ARC469A11 x 1<br />前面グリル：KDG413C10 x 1<br />据付枠：KKF411B10B x1 </div>",,,,,,,2,0,1,PAC-52NV-G,,1,,657072,657072,,0,,,,,,,,,,,,,,,,,"200128,210221",
500305,,,,,,,,1,ダイキン,【ダイキン】システムパック 壁埋込形(2.5kW) と 天井カセット埋込形(3.6Kw) のセット 52クラス 2室用,1,,"PAC-52NV-H｜【ダイキン ハウジングエアコン】 システムパック 壁埋込形(2.5kW) と 天井カセット埋込形(3.6Kw) のセット 52クラス 2室用  単相200V ワイヤレス｜販売価格:727,272｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>システムパック 壁埋込形(2.5kW) と 天井カセット埋込形(3.6Kw) のセット 52クラス 2室用<br> 単相200V ワイヤレス,PAC-52NV-H,フレッシュホワイト (標準)和風グリル (白木),,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/pac-52nv-h.jpg,"【ダイキン ハウジングエアコン】<br>システムパック 壁埋込形(2.5kW) と 天井カセット埋込形(3.6Kw) のセット 52クラス 2室用<br> 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/pac-52nv-h.jpg,,,"<ul><li><font style=""color: red;"">※別カラーをご希望の際は、お問合せ下さい。</font></li><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/mp52nv.jpg,,,,daikin_housing/201311/sub/arc476-arc476.jpg,,,,daikin_housing/201311/sub/panel14.jpg,,"<div class=""set"">▼セット内容<br />室内機：P25NMV x 1<br />室内機：P36NCV x 1<br />室外機：MP52NV x 1<br />リモコン：ARC476A10 x 1<br />リモコン：ARC476A6 x 1<br />パネル：BC40J-WF x 1<br />前面グリル：KDG413C10 x 1<br />据付枠：KKF411B10B x1 </div>",,,,,,,2,0,1,PAC-52NV-H,,1,,727272,727272,,0,,,,,,,,,,,,,,,,,"200128,210221",
500306,,,,,,,,1,ダイキン,【ダイキン】システムパック 壁埋込形（2.5kW、3.6kW）のセット 52クラス 2室用,1,,"PAC-52NV-I｜【ダイキン ハウジングエアコン】 システムパック 壁埋込形（2.5kW、3.6kW）のセット  52クラス 2室用  単相200V ワイヤレス｜販売価格:725,544｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>システムパック 壁埋込形（2.5kW、3.6kW）のセット  52クラス 2室用<br> 単相200V ワイヤレス,PAC-52NV-I,和風グリル (白木),,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/pac-52nv-i.jpg,"【ダイキン ハウジングエアコン】<br>システムパック 壁埋込形（2.5kW、3.6kW）のセット  52クラス 2室用<br> 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/pac-52nv-i.jpg,,,"<ul><li><font style=""color: red;"">※別カラーをご希望の際は、お問合せ下さい。</font></li><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/mp52nv.jpg,,,,daikin_housing/201311/sub/arc476.jpg,,,,daikin_housing/201311/sub/panel12.jpg,,"<div class=""set"">▼セット内容<br />室内機：P25NMV x 1<br />室内機：P36NMV x 1<br />室外機：MP52NV x 1<br />リモコン：ARC476A10 x 2<br />前面グリル：KDG413C10 x 2<br />据付枠：KKF411B10B x1 </div>",,,,,,,2,0,1,PAC-52NV-I,,1,,725544,725544,,0,,,,,,,,,,,,,,,,,"200128,210221",
